Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
PF,29,NOP,66,1649,10.2,0.586,0.504,0.075,3.6,14.2,8.9,3.2,1.2,1.4,7,10.7,,1.4,1.6,3,0.088,,-1.3,0.8,-0.5,0.6
PG,26,DAL,70,2029,15.5,0.601,0.458,0.142,1.4,9.3,5.1,16,2,0.3,11,19.5,,2.9,1.7,4.6,0.11,,1.8,-0.4,1.4,1.7
PG,28,GSW,79,2638,24.6,0.624,0.547,0.251,2.7,11.4,7.3,31.2,2.6,0.5,13,30.1,,8.7,3.9,12.6,0.229,,7.8,-0.4,7.3,6.2
SG,25,MEM,67,1183,10.4,0.531,0.717,0.109,2.1,7.8,4.8,6.6,0.9,0.3,8,21.7,,0.5,0.8,1.3,0.051,,0.4,-3.5,-3.1,-0.3
C,23,NOP,75,2708,27.5,0.58,0.088,0.424,6.7,27.9,17.2,11.1,1.7,5.1,9.1,32.6,,5.9,5.1,11,0.195,,1.4,2.3,3.7,3.9
C,20,MEM,36,238,10.6,0.528,0,0.383,9.3,19.8,14.4,1.3,0.7,6.8,12.7,12,,0.1,0.4,0.5,0.097,,-5.4,1.8,-3.7,-0.1
PF,27,POR,46,789,11.5,0.563,0,0.57,13.4,20.9,17.1,4.6,0.9,2.2,17.2,12,,1,0.7,1.7,0.104,,-2.2,0.1,-2.1,0
C,27,SAS,76,1330,16,0.645,0,0.359,11.2,30.6,21.1,4.8,1.4,3.7,16.9,12.3,,2.3,3,5.2,0.189,,-1.6,3.2,1.7,1.2
PF,22,HOU,77,1419,13.1,0.549,0.436,0.159,7.2,14.6,10.9,7.7,1.3,1.2,8.2,14.9,,1.9,1.2,3.1,0.104,,-0.4,-0.6,-1,0.3
PG,27,ATL,73,1248,7.5,0.456,0.284,0.24,0.9,9.8,5.4,23.1,1.5,0.1,18.1,18.3,,-1.2,1.3,0.1,0.005,,-4.6,-1.3,-5.9,-1.2
PG,26,MIL,76,1986,9.4,0.501,0.403,0.18,1.4,7.1,4.3,25.7,1.4,0,18.8,16.3,,0.3,0.9,1.2,0.029,,-1.9,-2.8,-4.7,-1.4
SF,31,LAL,56,1486,10.1,0.47,0.389,0.149,4.5,17.7,10.8,7,1.6,1.1,8.7,14.2,,0.1,0.8,0.9,0.029,,-2.3,-0.2,-2.5,-0.2
SG,27,TOR,74,2620,24,0.552,0.08,0.419,3,13.6,8.3,20.6,1.5,0.4,9,34.3,,6.7,2.4,9,0.166,,2.4,-1.5,0.9,1.9
PF,20,NOP,17,199,16.8,0.51,0,0.276,12.1,26.7,19.4,3.2,1,2.9,7.6,20.5,,0.2,0.3,0.5,0.111,,-4.6,-1,-5.6,-0.2
PF,34,UTA,73,1283,9,0.494,0.248,0.107,4.3,9.8,7.1,20.3,0.7,0.6,20.3,15.6,,-0.1,1.2,1.1,0.041,,-2.7,-0.2,-2.9,-0.3
PF,27,MIN,82,2653,14.2,0.555,0.065,0.253,8.1,20.5,14.2,8.6,1.7,3.1,12.7,14,,3.2,2.5,5.7,0.103,,-0.5,2.2,1.8,2.5
PG,23,BRK,59,1334,12.7,0.581,0.334,0.526,2.2,10.7,6.5,20.3,1.6,1.3,15.1,14.1,,1.9,0.9,2.8,0.101,,-0.7,-0.2,-0.9,0.4
PG,30,MEM,24,394,10.6,0.451,0.359,0.248,3.7,14.3,8.9,22.2,2.4,1.2,13.9,17.4,,0,0.5,0.5,0.059,,-2.2,1,-1.2,0.1
PG,30,MIA,73,2459,19.8,0.575,0.257,0.335,2.8,9.9,6.3,29,1.8,0.4,14.1,27.1,,5,2.6,7.5,0.147,,3.4,-0.7,2.7,2.9
C,23,DET,81,2409,20.9,0.518,0.008,0.39,15.1,36.2,25.2,6,2.6,3.1,12.5,22.4,,1.4,5.3,6.7,0.133,,-2.1,2.9,0.9,1.8
PF,31,PHO,64,1362,10.6,0.579,0.587,0.188,2.4,15.9,9,12.5,1.5,0.9,16.3,13.8,,1.1,0.7,1.8,0.064,,-0.1,-0.1,-0.3,0.6
SF,36,TOT,53,841,10.1,0.573,0.609,0.205,2.4,12.4,7.5,8.6,0.9,0.7,10.5,14,,0.8,0.7,1.5,0.086,,-1,-1.2,-2.2,0
SF,36,CLE,23,366,7.6,0.539,0.633,0.211,1.6,12.3,7.1,7.5,0.8,0.4,12.5,13.7,,0.1,0.2,0.3,0.041,,-2.1,-1.7,-3.7,-0.2
SF,36,ATL,30,475,11.9,0.597,0.592,0.2,3.1,12.5,7.9,9.5,0.9,0.9,9,14.3,,0.7,0.5,1.2,0.12,,-0.2,-0.8,-1,0.1
PG,22,MIN,78,1333,8.1,0.432,0.233,0.188,2.1,12.6,7.3,19.4,3,2.3,20.8,14.2,,-1.2,1.3,0.1,0.004,,-3.7,1.5,-2.2,-0.1
PF,28,GSW,62,2070,27.6,0.651,0.304,0.374,2.2,23.6,13.6,23.1,1.5,3.8,10.4,27.8,,8,4,12,0.278,,5.4,2.6,8,5.2
SF,25,PHO,5,62,9.7,0.523,0.842,0.474,1.7,10.8,6.1,0,0.8,0,4.2,16.2,,0.1,0,0.1,0.054,,-1.5,-5.9,-7.3,-0.1
PF,20,DET,19,146,7.5,0.444,0.547,0.125,5.8,25.6,15.3,7.2,0.3,0.6,17.2,24.7,,-0.4,0.2,-0.2,-0.071,,-5.8,-2.4,-8.2,-0.2
SG,29,MIA,62,1500,12.6,0.565,0.71,0.077,1.3,8.5,4.9,7.1,1.2,0.2,5,17.9,,2.1,1.2,3.3,0.105,,1.8,-1.9,-0.2,0.7
SG,31,IND,74,1998,9.9,0.514,0.242,0.23,1.1,10.3,5.7,17.2,2,1.2,18,16.8,,-0.7,1.7,1.1,0.026,,-2.5,0.2,-2.3,-0.2
C,22,PHI,31,786,24.1,0.584,0.228,0.569,8.5,25.6,17,16,1.7,7.7,17.9,36,,0.5,1.5,1.9,0.117,,0,3.2,3.1,1
SF,26,MEM,64,1501,10.6,0.581,0.427,0.343,5.1,14.9,9.9,6.5,1.6,1.2,13.8,13,,1.4,1.7,3.1,0.101,,-1,1,0,0.8
PG,22,TOT,53,588,10.9,0.521,0.337,0.12,1.6,6.8,4.2,21.7,2.1,0.3,17,19.1,,0.1,0.3,0.4,0.031,,-2.2,-2.8,-4.9,-0.4
PG,22,HOU,31,196,4,0.444,0.25,0.047,2.2,8.4,5.3,24.5,1.5,0,26.9,19.3,,-0.4,0.1,-0.2,-0.061,,-6.8,-2.7,-9.5,-0.4
PG,22,LAL,22,392,14.3,0.553,0.375,0.153,1.3,6.1,3.6,20.3,2.4,0.4,12,19,,0.5,0.1,0.6,0.077,,0.1,-2.8,-2.7,-0.1
SF,27,TOT,40,788,15.5,0.501,0.319,0.249,1.8,17.2,9.5,25.9,2.2,1,12.9,26.7,,-0.2,0.9,0.7,0.045,,-0.7,-0.1,-0.9,0.2
SF,27,NOP,26,474,15.8,0.491,0.308,0.256,1.3,17.9,9.6,31.3,2.4,0.7,13.4,27.2,,-0.1,0.7,0.5,0.053,,-0.6,0.5,0,0.2
SF,27,SAC,14,314,14.9,0.516,0.336,0.238,2.6,16,9.4,17.7,1.9,1.5,12.2,26,,0,0.3,0.2,0.034,,-1,-1.2,-2.2,0
PG,21,UTA,66,1228,8.5,0.521,0.41,0.201,2.9,9.3,6.2,14.1,0.9,0.8,16.8,18.1,,-0.1,1.3,1.2,0.046,,-2,-0.5,-2.5,-0.1
PF,27,DEN,61,1296,20.3,0.588,0.014,0.454,15.8,23.6,19.7,6.3,1.6,2.4,10.6,18.3,,3.3,1.2,4.5,0.168,,0.9,-0.1,0.8,0.9
PG,30,SAC,2,35,14.4,0.5,0.75,0,3.3,6.5,5,38.6,2.9,0,20,19.4,,0,0,0,0.063,,0.7,-3.7,-3,0
PF,25,UTA,50,1186,15.8,0.512,0.024,0.261,9.2,20.2,14.9,7.9,2,2.7,11.4,20.7,,0.5,2.2,2.7,0.109,,-2.4,2.3,-0.1,0.6
PG,21,CLE,42,386,11.4,0.462,0.139,0.31,0.9,10.5,5.9,22.7,2.3,1.5,14.3,24.2,,-0.3,0.4,0.1,0.008,,-4.8,-1.2,-6,-0.4
C,24,CHI,66,1040,15.3,0.603,0,0.421,12.8,19.5,16.1,5.7,1.2,1.3,11.2,12.4,,2.1,1.3,3.4,0.158,,-0.6,0.6,0,0.5
PG,32,LAC,80,1700,10.9,0.496,0.28,0.125,2.2,11.9,7.2,16.3,1.9,1.1,13.3,16.5,,0.2,1.8,1.9,0.055,,-1.8,0.8,-1,0.4
PG,23,TOT,46,1197,13.1,0.533,0.447,0.226,1.8,9.2,5.3,23.2,1.8,0.7,13.9,19.6,,0.8,1,1.8,0.072,,-0.1,-0.6,-0.7,0.4
PG,23,BRK,10,151,6.5,0.482,0.551,0.327,2.8,5.5,4.2,16.9,0.6,1,20,19.9,,-0.2,0,-0.2,-0.05,,-4,-3.3,-7.3,-0.2
PG,23,DAL,36,1046,14.1,0.541,0.432,0.212,1.7,9.7,5.5,24.1,2,0.6,12.9,19.5,,1,0.9,2,0.09,,0.5,-0.3,0.2,0.6
PF,23,DAL,81,1642,7.7,0.486,0.574,0.183,3.7,12.4,7.9,6,1.6,1.4,11.1,11.6,,-0.1,1.5,1.4,0.041,,-2.8,1.3,-1.4,0.2
SG,23,SAS,36,285,5.9,0.462,0.535,0.061,0.8,8.2,4.6,11.7,0.2,0,9.8,17.9,,-0.2,0.2,0.1,0.014,,-3.2,-2.8,-6,-0.3
SG,24,ORL,68,2234,13.9,0.555,0.387,0.298,2.1,8.3,5.1,14.8,1.5,0.1,11.8,23.5,,1.7,1.1,2.8,0.059,,0.8,-2.2,-1.3,0.4
SG,33,BRK,69,1284,7.3,0.506,0.625,0.194,0.8,11.9,6.4,15.2,1.3,0.5,18.5,14.4,,-0.6,0.7,0.2,0.006,,-3,-1,-3.9,-0.6
PG,26,NOP,65,1525,12.4,0.504,0.317,0.319,2.3,9.7,6,31.4,1.8,0.3,18,16.3,,1,1.4,2.4,0.075,,-1.5,-0.7,-2.2,-0.1
C,33,CLE,74,1398,15.6,0.612,0.644,0.142,3,19.3,11.4,4.9,1.2,2.1,8.8,19.3,,2.3,1.4,3.7,0.125,,0.8,-1.5,-0.6,0.5
SF,28,DEN,63,2134,17.4,0.622,0.432,0.516,2,14.7,8.4,9.1,0.9,0.5,8.2,20,,6.2,0.7,6.8,0.154,,2.9,-2.1,0.8,1.5
PG,25,TOT,74,1495,10.4,0.51,0.565,0.117,2,9.3,5.6,9.4,1.5,0.3,7.4,18.4,,0.2,1.1,1.3,0.04,,-0.9,-1.7,-2.6,-0.2
PG,25,NOP,55,1120,11.2,0.508,0.608,0.118,1.9,9.6,5.7,8.8,1.7,0.4,5.7,19.5,,0.2,1,1.2,0.052,,-0.3,-1.4,-1.8,0.1
PG,25,SAC,19,375,8,0.522,0.385,0.115,2.2,8.5,5.4,11.2,0.8,0.2,14.1,15.4,,0,0.1,0.1,0.007,,-2.5,-2.4,-5,-0.3
SG,23,ORL,5,43,-9.2,0,0.714,0,2.5,15.6,8.9,0,0,0,30,10.2,,-0.2,0,-0.2,-0.25,,-14.1,-3.3,-17.3,-0.2
C,32,MEM,74,2531,20.3,0.554,0.231,0.286,2.6,18.8,10.5,24.8,1.4,3.7,11.3,26.4,,4.2,3.5,7.7,0.145,,2.1,2.2,4.2,4
C,36,SAS,64,1627,20.2,0.578,0.172,0.305,7.6,26.8,17.4,14.7,0.8,3.5,10.6,21.3,,3.3,3.1,6.4,0.19,,0.9,2.8,3.7,2.4
SF,30,SAC,30,1013,17.9,0.559,0.256,0.312,4,17.5,10.8,14.1,2.2,2.3,12.8,25.8,,0.8,1,1.8,0.087,,0.3,0.4,0.7,0.7
SG,24,DET,9,32,-2.1,0.184,0.4,0.2,6.6,3.5,5.1,7.9,0,0,0,15,,-0.1,0,-0.1,-0.136,,-7.7,-2.8,-10.5,-0.1
SF,29,DEN,13,89,3.1,0.306,0.214,0.643,5,13.5,9.3,8.2,2.7,0.9,18.2,10.5,,-0.1,0.1,-0.1,-0.032,,-5.6,1,-4.6,-0.1
SF,26,IND,75,2689,20.2,0.587,0.368,0.277,2.5,17.9,10.3,16.1,2.2,0.9,12.7,28.9,,3.9,3.1,7.1,0.126,,3.1,-0.3,2.8,3.2
SG,22,ORL,5,48,10.2,0.614,0.286,1.429,2.2,18.7,10.2,8.3,1,0,14.9,12.3,,0.1,0,0.1,0.107,,-3.4,-1.3,-4.7,0
PG,29,DAL,17,231,9.5,0.492,0.474,0.305,0.5,11.1,5.5,18.8,1.8,0,16.3,26.3,,-0.3,0.2,-0.1,-0.03,,-3.3,-2.2,-5.5,-0.2
PF,31,TOT,78,1989,15,0.543,0.018,0.223,8.6,17.9,13.2,5.9,1,2.6,11.9,19.3,,1.6,2.5,4,0.097,,-2.4,0.3,-2.1,-0.1
PF,31,CHI,55,1502,15.4,0.549,0.023,0.225,8.5,19,13.7,6.5,0.9,2.6,11.7,19.2,,1.4,1.9,3.3,0.104,,-2,0.6,-1.3,0.3
PF,31,OKC,23,487,13.8,0.528,0.006,0.218,8.6,14.8,11.7,4.2,1.4,2.5,12.5,19.5,,0.2,0.6,0.8,0.076,,-3.9,-0.7,-4.6,-0.3
SG,39,SAS,69,1291,13.9,0.532,0.517,0.244,2.5,11.1,6.9,20.8,3.2,1,16.5,20.4,,0.6,2.4,3,0.11,,0.5,1.4,1.9,1.3
C,24,UTA,81,2744,23.3,0.681,0.002,0.762,13.6,29.5,21.8,5.7,0.9,6.4,15,16.7,,8.3,6,14.3,0.25,,1.4,4.5,5.8,5.4
SG,22,TOT,15,214,18.7,0.651,0.227,0.636,3.5,10.3,6.9,18.5,0.9,1.8,14.2,19.8,,0.6,0.1,0.7,0.153,,0.6,-1.7,-1.1,0
SG,22,NOP,3,30,19.7,0.798,0.4,2,0,0,0,4.5,0,2.7,0,13.9,,0.2,0,0.2,0.291,,2.2,-3.7,-1.5,0
SG,22,BRK,12,184,18.6,0.633,0.213,0.525,4.1,11.9,8.1,20.8,1,1.6,15.7,20.7,,0.4,0.1,0.5,0.131,,0.3,-1.4,-1,0
SF,21,ORL,80,2298,14.5,0.53,0.309,0.251,5.3,14.1,9.6,10.5,1.4,1.4,8.5,20.1,,2,1.7,3.7,0.077,,-0.2,-0.4,-0.7,0.8
SG,28,HOU,75,2323,13.2,0.557,0.651,0.172,1.4,8.1,4.7,12.3,1,1.4,10,22.1,,2.5,1.4,3.8,0.079,,1,-2.4,-1.4,0.4
C,32,WAS,82,2556,15.4,0.593,0.003,0.236,10.6,26.8,18.7,6.8,0.8,2,13.8,14.7,,3.9,2.9,6.8,0.127,,-0.9,1.2,0.3,1.5
SG,23,CHO,27,189,10.6,0.612,0.375,0.375,2.9,10,6.4,4.7,1.6,0.5,6,11.8,,0.3,0.2,0.4,0.108,,-1.5,-1.3,-2.8,0
PF,22,TOT,80,1531,10.1,0.556,0.354,0.448,2.7,12.1,7.4,4.2,1.1,4.1,10.1,12.1,,1.1,1.8,2.9,0.091,,-3,0.9,-2.1,0
PF,22,PHI,2,41,3,0.39,0.118,0.471,0,16.2,8.1,0,0,7.7,12.8,24.9,,-0.2,0,-0.1,-0.144,,-13.7,-2.5,-16.2,-0.1
PF,22,OKC,78,1490,10.3,0.566,0.367,0.447,2.8,12,7.4,4.3,1.1,4,9.9,11.8,,1.3,1.7,3,0.098,,-2.7,1,-1.7,0.1
PG,24,CHI,63,1028,13.2,0.555,0.445,0.243,1.8,9.9,5.8,17.4,2.3,0.6,11.7,16,,1.4,1.2,2.5,0.119,,0,-0.3,-0.3,0.4
SG,29,SAS,68,1807,10.1,0.537,0.693,0.071,2,11.8,7,9.6,2,2.6,14.1,13.5,,0.4,3,3.4,0.09,,-0.3,2.7,2.4,2
PF,26,GSW,76,2471,16.5,0.522,0.405,0.328,4.7,20.9,13.3,27.6,3,3.4,19.8,16.2,,2.8,5.4,8.2,0.16,,0.5,5,5.4,4.6
SF,31,BOS,47,538,11.9,0.524,0.478,0.177,3.3,13.9,8.7,9.8,0.8,1.1,9.1,22.7,,0.1,0.4,0.6,0.05,,-2,-2.8,-4.7,-0.4
PF,26,MEM,77,2101,13.5,0.601,0.29,0.334,8.8,21.1,14.8,6.3,1.2,1.5,14.1,14.4,,3.2,2.6,5.8,0.132,,-0.4,1.1,0.7,1.4
PF,30,ORL,69,1534,10.5,0.505,0.346,0.301,2.7,12.8,7.6,8.1,1.2,0.7,10.6,20.3,,-0.2,0.9,0.7,0.022,,-2.8,-1.8,-4.6,-1
PF,27,LAC,61,2076,22.6,0.569,0.116,0.434,6.2,20.2,13.4,24.5,1.4,0.9,10.9,28,,5.4,2.4,7.7,0.179,,3.2,1.3,4.4,3.4
C,26,BRK,64,1177,13.6,0.55,0.475,0.137,6.5,17,11.8,7.3,1.2,2.8,9.7,16.2,,1,1,2.1,0.084,,-0.9,0.2,-0.8,0.4
C,24,DAL,22,163,8.4,0.472,0.238,0.476,5.4,21,12.8,3.8,0.3,7.2,16.4,17.6,,-0.2,0.2,0,-0.001,,-7.5,2,-5.6,-0.1
SG,24,ATL,79,2154,15.2,0.568,0.457,0.235,1.8,9.5,5.7,14.3,1.3,0.6,9.5,22.5,,2.7,2.1,4.8,0.107,,1.3,-1.5,-0.3,0.9
PG,27,HOU,81,2947,27.4,0.613,0.493,0.575,3.5,20.9,12.2,50.7,2,1,19.5,34.2,,11.5,3.6,15,0.245,,8.7,1.5,10.1,9
SF,23,POR,77,2223,13.1,0.57,0.311,0.199,6.2,10.8,8.5,5.9,1.9,2.5,11.2,15.2,,2.3,1.9,4.2,0.091,,0,0.7,0.7,1.5
PF,27,PHI,3,31,4.9,0.5,0.583,0,7.1,10.7,8.9,10.5,0,0,25,22.4,,-0.1,0,-0.1,-0.103,,-5.1,-3.8,-8.9,-0.1
C,23,HOU,58,1064,19.2,0.662,0.02,0.351,8.3,14.2,11.2,9.6,0.9,3.2,9.9,17.6,,3.1,1,4.1,0.183,,0.8,0.2,0.9,0.8
PG,33,DAL,65,1087,13.8,0.549,0.519,0.378,1.1,13,6.8,20,2.1,0.6,12.5,19.7,,1.1,1.1,2.2,0.096,,-0.1,-0.3,-0.4,0.4
SG,22,DEN,57,1782,16.5,0.611,0.4,0.21,3,8,5.5,13.6,1.9,0.3,9.8,18.4,,3.9,0.7,4.6,0.124,,3.1,-1.6,1.5,1.6
SG,25,BRK,52,1138,9,0.558,0.61,0.135,1.5,12,6.8,7.3,1.2,0.5,12.5,16.5,,0.1,0.6,0.8,0.032,,-1.4,-1.5,-3,-0.3
SG,27,DAL,4,25,-2.2,0.239,0.133,0.267,13.3,29.3,20.9,12.7,0,0,10.7,35.4,,-0.2,0,-0.2,-0.364,,-15.1,-3.8,-18.8,-0.1
PF,24,DET,82,2567,16.9,0.568,0.295,0.213,2.6,15.6,8.8,8.8,1.2,1.3,7.6,21.7,,4,2.8,6.8,0.128,,1,0.1,1.2,2
SG,22,CHO,5,17,-2.2,0.102,0.5,0.5,0,19.5,9.7,22.6,0,0,0,12.9,,-0.1,0,-0.1,-0.146,,-9.6,-2.1,-11.6,0
PG,22,MEM,72,1474,8.7,0.477,0.433,0.539,1.7,9,5.3,20,1.9,1.4,16,16.4,,0,1.5,1.6,0.051,,-2.4,0,-2.4,-0.2
C,36,MIA,16,130,8.8,0.524,0.13,0.652,6.7,24.1,15.3,6.4,2.3,0.6,21.3,12.8,,0,0.2,0.2,0.074,,-4.7,1.5,-3.2,0
PF,28,TOT,54,797,15.6,0.562,0.292,0.188,5.3,21.5,13.4,16.5,0.9,3.3,14,19.8,,0.7,1,1.7,0.102,,-1.2,0.8,-0.5,0.3
PF,28,CHO,35,626,14.8,0.545,0.252,0.156,5.6,20.1,12.8,16.1,1,3.6,14.7,19.6,,0.3,0.8,1.1,0.086,,-1.8,1.2,-0.6,0.2
PF,28,MIL,19,171,18.6,0.62,0.441,0.305,4.1,26.3,15.3,17.7,0.6,2.1,11.9,20.3,,0.4,0.2,0.6,0.16,,1,-1,0,0.1
SF,26,UTA,73,2516,22.2,0.595,0.324,0.371,2.3,15.4,9,18.2,1.5,0.6,9.4,27.6,,7.1,3.3,10.4,0.199,,4.2,0,4.2,4
SG,29,PHI,72,1667,10.8,0.529,0.313,0.298,2.2,10,6.1,10.5,1.2,0.7,9,17.9,,1,1,2,0.059,,-1.8,-1.3,-3.1,-0.5
C,26,MIL,58,1123,15.3,0.55,0.003,0.346,9.6,20.8,15.3,7.7,1.3,6.1,12.7,16.6,,1.2,1.6,2.7,0.116,,-2.5,2.5,-0.1,0.6
PF,21,DEN,62,842,13.4,0.592,0.504,0.339,5.7,18.7,12.3,4.7,1.7,1.1,10.7,14.6,,1.2,0.6,1.8,0.104,,-0.1,-1.2,-1.3,0.1
C,22,NYK,72,1324,19,0.564,0.032,0.269,13.8,27.1,20.4,11.5,1.5,2.2,16.1,20.3,,1.8,1.6,3.4,0.123,,-0.6,0.6,0,0.7
SF,21,ORL,65,960,7.2,0.45,0.436,0.152,2.2,14.7,8.3,9.6,1.5,1.3,14.1,18.8,,-1.4,0.8,-0.7,-0.033,,-4.8,-0.9,-5.7,-0.9
C,30,TOT,48,682,13.5,0.614,0,0.51,8.7,15.9,12.3,4.6,0.6,5.9,15.1,14,,1,0.8,1.8,0.129,,-2.9,1.8,-1.1,0.2
C,30,CHO,42,671,13.5,0.613,0,0.521,8.6,16,12.3,4.5,0.6,5.8,14.9,14,,1,0.8,1.8,0.129,,-2.9,1.8,-1.1,0.1
C,30,DEN,6,11,16.3,0.667,0,0,10.1,10,10,13.5,0,14.1,25,15.5,,0,0,0,0.119,,-1.9,5.1,3.2,0
SG,24,TOT,82,1888,11.8,0.541,0.494,0.099,2,13.5,7.8,10.3,1,0.4,11.2,21.3,,0,1.3,1.3,0.032,,-0.9,-1.9,-2.7,-0.4
SG,24,NOP,57,1161,9.9,0.503,0.512,0.07,1.7,13.4,7.5,10.3,0.8,0.5,9,20.4,,-0.4,0.9,0.5,0.02,,-1.9,-1.6,-3.5,-0.4
